# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-1.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
691.72,0.997687,0.0103497,5,31,0,-691.045,0.81178,0.768534,1.05658,0.951556,0.850129,1.16651,0.106901,0.0716241
694.672,0.999704,0.00735525,6,63,0,-689.059,0.82804,0.75253,1.06328,0.967963,0.824522,1.17685,0.105273,0.0719671
695.441,0.99995,0.00592516,7,127,0,-693.406,0.824924,0.767294,1.06278,0.971442,0.827563,1.17267,0.105193,0.0720099
693.905,0.998558,0.00515972,9,767,0,-691.25,0.825806,0.767146,1.07625,0.975066,0.841621,1.20053,0.103865,0.0709069
691.699,0.999595,0.00471327,9,639,0,-687.204,0.844123,0.807325,1.08506,0.990106,0.833499,1.19239,0.101145,0.079436
687.96,0.999683,0.00447949,7,255,0,-683.211,0.800911,0.795109,1.05842,0.964148,0.847326,1.19725,0.104734,0.0801547
692.846,0.999733,0.00437102,7,255,0,-682.859,0.820878,0.775943,1.06932,0.971175,0.829648,1.18719,0.103997,0.0817973
692.544,0.999446,0.0043476,6,127,0,-686.39,0.822342,0.779604,1.06916,0.9697,0.833421,1.17537,0.104437,0.0816647
691.22,0.999464,0.0043812,9,767,0,-686.639,0.777673,0.735266,1.0452,0.944593,0.808742,1.14128,0.110754,0.0776444
691.466,0.999552,0.00446135,7,127,0,-687.13,0.798876,0.733229,1.01992,0.957176,0.777156,1.14591,0.112872,0.0776577
691.974,0.999996,0.00457944,7,255,0,-690.309,0.798935,0.733087,1.02114,0.955776,0.77592,1.14469,0.112571,0.0777886
692.87,0.99922,0.00473432,7,127,0,-688.543,0.789283,0.744283,1.01805,0.94722,0.794274,1.14635,0.110958,0.0777193
693.548,0.999982,0.00490348,8,319,0,-689.847,0.80382,0.727323,1.03175,0.940441,0.793909,1.14238,0.112085,0.0791514
692.989,0.999702,0.00510664,7,255,0,-690.4,0.803026,0.743665,1.03305,0.937485,0.81589,1.14233,0.111058,0.0786859
691.303,0.999312,0.00532561,8,511,0,-688.801,0.785142,0.745574,1.00834,0.9435,0.791487,1.15049,0.111741,0.078027
692.638,0.998899,0.00555619,10,1023,0,-687.873,0.83334,0.773852,1.09109,0.969395,0.835408,1.19314,0.102253,0.0790614
690.631,0.996193,0.00579581,6,95,0,-687.999,0.821618,0.765162,1.05636,0.975785,0.849358,1.18943,0.101653,0.078671
692.245,0.999994,0.00600135,7,255,0,-689.055,0.832499,0.800063,1.06834,0.982209,0.840532,1.20044,0.0996249,0.0760717
694.232,0.999944,0.00628759,9,703,0,-688.383,0.892645,0.862545,1.15577,1.04269,0.933816,1.27402,0.0838864,0.0764653
692.935,0.999868,0.00658697,7,255,0,-690.611,0.883603,0.839569,1.13917,1.04762,0.946091,1.26362,0.0860192,0.0758868
693.5,0.999305,0.00689819,7,255,0,-690.154,0.895514,0.841551,1.13511,1.03482,0.929978,1.2755,0.0885107,0.0754077
693.464,0.99757,0.00721044,7,255,0,-687.334,0.874119,0.847043,1.13811,1.03806,0.881824,1.24917,0.0897553,0.0748302
688.456,0.997602,0.00749678,6,63,0,-685.162,0.890277,0.842716,1.14866,1.00767,0.884525,1.24345,0.0905332,0.075242
695.011,0.999951,0.00779225,6,63,0,-685.138,0.882431,0.837793,1.14387,1.02105,0.908079,1.26137,0.089416,0.0750357
692.767,0.991336,0.0081493,5,31,0,-689.379,0.886236,0.833998,1.14859,1.02596,0.905622,1.25176,0.090988,0.0751623
693.856,1,0.00831551,6,63,0,-691.022,0.874656,0.819909,1.133,1.03493,0.917317,1.26118,0.0882883,0.0752916
694.629,0.999838,0.00868835,6,127,0,-691.645,0.888578,0.840322,1.14375,1.02419,0.925513,1.2612,0.0888055,0.0751222
692.894,0.999669,0.00906758,9,831,0,-688.905,0.967142,0.940639,1.22953,1.10602,1.00299,1.36957,0.068463,0.0715466
692.582,0.996846,0.00945234,9,575,0,-689.373,0.897147,0.84366,1.13326,1.03791,0.900332,1.2476,0.0896744,0.0772185
692.388,0.997187,0.00977185,6,63,0,-688.233,0.863155,0.822761,1.1316,1.02218,0.899985,1.27146,0.0913513,0.0771836
693.322,0.999987,0.0101054,9,575,0,-688.229,0.997391,0.967333,1.25573,1.14906,1.05502,1.39893,0.0600642,0.0743348
693.418,0.999668,0.0105216,6,63,0,-690.948,0.975759,0.977686,1.27917,1.14803,1.06167,1.39861,0.0607479,0.0748463
691.892,0.997738,0.0109379,6,63,0,-688.444,0.995433,0.991257,1.27352,1.1602,1.08711,1.39367,0.058227,0.0757159
691.864,0.999953,0.0113054,8,383,0,-689.141,0.976963,0.98512,1.24867,1.13768,1.04999,1.37372,0.0637737,0.0779374
687.195,0.998493,0.011745,6,63,0,-685.366,0.974291,0.92542,1.26703,1.14222,1.05002,1.40836,0.0624061,0.0794798
692.661,0.997304,0.0121475,5,31,0,-685.019,0.983171,0.969262,1.25766,1.14788,1.05512,1.39975,0.0599717,0.0790981
693.431,0.994256,0.0125176,7,255,0,-688.145,0.991084,0.973615,1.27776,1.1546,1.05536,1.40417,0.0606114,0.0769157
693.843,0.999472,0.0127924,9,703,0,-688.894,0.88663,0.860632,1.15774,1.03454,0.913236,1.2756,0.0869526,0.0703695
692.638,0.990815,0.0132396,6,63,0,-688.473,0.897268,0.84477,1.13952,1.05915,0.942128,1.27817,0.0859694,0.070608
694.068,0.999864,0.0134011,6,127,0,-689.858,0.880282,0.867214,1.15235,1.04748,0.92689,1.26732,0.0868586,0.0700727
693.244,0.996703,0.0138674,5,63,0,-690.431,0.879317,0.866423,1.15982,1.04789,0.922128,1.27058,0.0854819,0.0698792
695.341,0.997812,0.0142299,7,191,0,-688.532,0.856005,0.828659,1.11951,1.01272,0.885106,1.24802,0.0933893,0.0748703
694.897,0.99894,0.0146338,7,191,0,-692.441,0.880473,0.860728,1.13405,1.02837,0.915151,1.27094,0.08827,0.0755058
694.4,0.990356,0.0150824,8,383,0,-689.862,0.839007,0.807196,1.08163,0.990835,0.863934,1.19634,0.0996321,0.0770463
693.099,0.994828,0.0152184,8,511,0,-685.49,1.00707,0.97562,1.2845,1.16692,1.07964,1.41883,0.056569,0.0716215
693.537,0.996519,0.0155164,5,63,0,-689.487,0.996298,1.00472,1.28061,1.15596,1.06865,1.41751,0.0574544,0.0715518
694.041,0.999978,0.0158774,8,255,0,-692.676,1.00666,0.992637,1.29093,1.16749,1.08137,1.42531,0.0556711,0.0769172
689.309,0.992917,0.0163725,5,31,0,-688.275,1.01811,1.02022,1.27109,1.16815,1.09073,1.41504,0.055792,0.0775099
689.082,0.976992,0.0165971,5,63,0,-681.26,1.01779,1.00264,1.27488,1.18338,1.08617,1.43374,0.0564382,0.076
688.579,0.999767,0.0162077,4,15,0,-686.509,1.01638,1.00198,1.26691,1.18656,1.08449,1.43197,0.053557,0.0756839
683.988,0.997792,0.0166858,5,31,0,-681.087,0.979866,1.00158,1.31086,1.14888,1.10073,1.43142,0.0549467,0.0759468
692.708,0.989902,0.0170916,5,47,0,-674.245,0.997159,0.984416,1.28169,1.17023,1.05633,1.41139,0.0568541,0.0758196
691.471,0.996139,0.0171873,6,127,0,-687.965,0.985942,0.995383,1.26831,1.15054,1.07235,1.39515,0.0589333,0.0795463
692.996,0.999766,0.0175262,8,255,0,-689.309,0.914645,0.906388,1.16812,1.06661,0.971467,1.3095,0.0788695,0.0705186
692.28,0.997122,0.0180118,6,95,0,-687.155,0.935593,0.921578,1.19474,1.08912,1.01523,1.3497,0.0734097,0.0746371
694.249,0.997851,0.0183931,7,159,0,-689.791,0.89659,0.871917,1.16509,1.05996,0.916631,1.27845,0.0841433,0.0721968
693.29,0.996815,0.0188058,5,31,0,-692.075,0.893146,0.841859,1.14594,1.0447,0.952322,1.28438,0.0848442,0.0726126
693.243,0.997124,0.0191763,5,63,0,-690.048,0.894783,0.844816,1.15063,1.03419,0.947218,1.28336,0.0863854,0.0734232
692.377,0.986608,0.0195605,7,255,0,-687.202,0.85328,0.795986,1.11673,0.995071,0.89668,1.23109,0.0950976,0.0715172
693.703,0.99997,0.0194919,6,127,0,-689.055,0.822703,0.786296,1.07882,0.960884,0.842742,1.1938,0.103617,0.0753363
691.1,0.995082,0.0199947,6,127,0,-685.083,0.832163,0.764107,1.04895,0.988221,0.836052,1.18353,0.103705,0.0794323
692.7,0.999473,0.0202867,5,31,0,-689.224,0.831207,0.776795,1.08548,0.964117,0.836131,1.19332,0.102446,0.0791503
690.91,0.996404,0.0207724,7,255,0,-685.93,0.898129,0.8576,1.14931,1.07166,0.971102,1.29954,0.081783,0.0757604
692.72,0.988019,0.0211227,5,31,0,-687.252,0.903454,0.846909,1.15692,1.06998,0.955538,1.29752,0.0821965,0.0762923
694.795,0.982899,0.0210933,6,95,0,-688.246,0.904167,0.864112,1.17917,1.06428,0.951193,1.29919,0.0808933,0.0766776
694.721,0.97037,0.0208351,5,31,0,-691.753,0.916447,0.877714,1.15999,1.06199,0.940039,1.28996,0.082159,0.0768628
694.511,0.958322,0.0200456,6,95,0,-689.485,0.887564,0.869135,1.1496,1.06226,0.937995,1.27325,0.0853808,0.0747248
694.295,0.999459,0.018812,6,127,0,-692.266,0.89216,0.839361,1.15008,1.02768,0.921669,1.2758,0.0874139,0.074871
695.381,0.997148,0.0192428,6,95,0,-689.218,0.895923,0.879222,1.16327,1.06781,0.942714,1.28539,0.0827027,0.0735842
694.787,0.99823,0.0195829,7,191,0,-693.141,0.875746,0.817311,1.12024,1.01558,0.901738,1.25104,0.0917588,0.0771091
693.412,0.976786,0.0199677,7,191,0,-691.896,0.893411,0.853366,1.16121,1.06216,0.9388,1.27678,0.0861198,0.0737609
691.106,0.996017,0.0194795,8,351,0,-686.434,0.962112,0.970154,1.24254,1.13922,1.03442,1.38777,0.0623205,0.0718649
693.145,0.999538,0.0197658,7,223,0,-685.571,0.919758,0.883153,1.18914,1.06439,0.94588,1.29793,0.0816709,0.0735685
691.711,0.971877,0.0201951,5,31,0,-689.44,0.904399,0.887505,1.16707,1.06414,0.966977,1.30185,0.0833501,0.0743131
689.277,0.998039,0.0195079,5,31,0,-683.986,0.90256,0.900746,1.15828,1.05072,0.933497,1.29416,0.0853151,0.0746542
687.161,0.998653,0.0198651,5,31,0,-681.234,0.903497,0.855084,1.14851,1.06982,0.980896,1.28303,0.0845011,0.0743806
690.155,0.984818,0.0202482,4,15,0,-683.597,0.903157,0.854261,1.14769,1.06403,0.97797,1.28312,0.0833473,0.0744234
692.105,0.998768,0.0200733,5,31,0,-686.241,0.891722,0.871207,1.18054,1.0498,0.961881,1.30259,0.0813721,0.0747294
690.604,0.999816,0.0204567,7,255,0,-683.156,0.824025,0.754856,1.04685,0.974614,0.831643,1.1719,0.106357,0.0674633
693.142,0.991784,0.0208849,7,127,0,-686.982,0.774073,0.706449,1.02447,0.921419,0.774245,1.12968,0.116918,0.07718
695.051,0.999677,0.0209833,7,191,0,-690.752,0.806286,0.748537,1.04658,0.953188,0.810859,1.16016,0.108197,0.0707433
694.064,0.970346,0.0214065,8,383,0,-691.275,0.906802,0.886535,1.1789,1.05822,0.96738,1.29604,0.0801941,0.0774697
694.876,0.99857,0.0206242,6,95,0,-689.974,0.913189,0.883465,1.16648,1.07424,0.939168,1.30833,0.0806492,0.0742888
695.64,0.985888,0.0209896,5,31,0,-692.251,0.91342,0.878714,1.16919,1.05809,0.951354,1.28748,0.081706,0.0742187
692.286,0.992537,0.0208418,7,127,0,-690.233,0.957396,0.945699,1.2171,1.10933,1.00321,1.35018,0.0695681,0.0682682
692.627,0.996974,0.0209599,5,31,0,-689.453,0.945896,0.941124,1.22359,1.11344,1.02089,1.36323,0.0695697,0.0681508
688.901,0.936499,0.021255,5,31,0,-686.289,0.965168,0.927618,1.23356,1.1189,1.00575,1.35384,0.0705121,0.0673149
691.356,0.996007,0.0192138,3,7,0,-687.781,0.96318,0.927705,1.23302,1.11189,1.00474,1.35509,0.0694699,0.0672588
691.815,0.992915,0.019451,7,159,0,-687.972,0.930782,0.873324,1.19086,1.07035,0.962352,1.31686,0.0789396,0.0800675
692.609,0.999421,0.0195733,5,31,0,-690.42,0.927093,0.872945,1.18771,1.07441,0.965604,1.32003,0.0777866,0.0799373
692.163,0.994392,0.0199354,5,31,0,-690.046,0.909455,0.897175,1.1899,1.06512,0.974242,1.30887,0.0780308,0.0801588
690.628,0.987894,0.02011,7,159,0,-685.019,0.893646,0.852827,1.14639,1.0653,0.915079,1.28254,0.0856328,0.0679402
688.967,0.993229,0.02004,5,31,0,-685.24,0.884383,0.854665,1.14663,1.02203,0.940169,1.27239,0.0865275,0.067429
691.056,0.986469,0.0201674,7,191,0,-681.936,0.991622,0.98049,1.27155,1.13116,1.0488,1.40448,0.0593565,0.0756133
691.234,0.999266,0.0200422,5,63,0,-686.562,0.993534,0.996401,1.27805,1.18589,1.08682,1.41825,0.0556689,0.0752664
689.722,0.998898,0.0203902,5,31,0,-689.003,0.988954,1.0014,1.27657,1.18678,1.09303,1.41658,0.0558514,0.0753101
692.522,0.99969,0.0207261,5,63,0,-686.341,0.9989,0.99215,1.30405,1.17208,1.07951,1.42028,0.0559376,0.0764096
691.332,0.995038,0.0210936,5,31,0,-688.89,1.01496,1.00691,1.29358,1.17964,1.0712,1.41227,0.0551656,0.0765618
691.907,0.998795,0.0212832,6,127,0,-687.641,0.97936,0.973897,1.26114,1.14033,1.03876,1.37144,0.0637224,0.0789189
689.512,0.993293,0.0216177,5,31,0,-683.743,0.979665,0.990647,1.26843,1.14069,1.04717,1.41989,0.0604951,0.0807299
689.685,0.997022,0.0217374,5,31,0,-685.453,0.994178,0.981384,1.26034,1.15181,1.07797,1.38213,0.0613385,0.0794121
690.026,0.997261,0.0220018,5,63,0,-685.855,0.987189,0.988213,1.24985,1.15345,1.08329,1.39374,0.060558,0.0788635
693.582,0.999495,0.0222754,5,31,0,-688.803,0.985276,0.968012,1.27207,1.13995,1.04813,1.40329,0.0610661,0.0773826
693.32,0.999826,0.0226386,5,31,0,-692.392,0.987525,0.984552,1.25961,1.15991,1.07225,1.40291,0.0595771,0.0770885
693.201,0.996511,0.023017,4,31,0,-691.609,0.986857,0.982998,1.28429,1.14944,1.06758,1.40088,0.0591822,0.0771942
691.157,0.994758,0.0232612,6,111,0,-688.198,1.0118,1.00657,1.26677,1.16159,1.09095,1.41816,0.0566642,0.0764346
688.482,0.98345,0.0234326,5,31,0,-684.058,0.986989,0.995816,1.30259,1.16148,1.04552,1.42456,0.0577366,0.0758877
694.036,0.999792,0.0231408,4,15,0,-686.956,1.00639,0.989883,1.27594,1.16087,1.06499,1.41661,0.0576769,0.0750565
690.462,0.983167,0.0235132,4,15,0,-689.156,1.00377,0.975546,1.27537,1.17906,1.07234,1.3996,0.0576582,0.0752058
687.171,0.965888,0.0232084,3,7,0,-686.367,1.00703,0.972046,1.27649,1.1804,1.07477,1.39372,0.0564062,0.0752265
691.932,0.99866,0.0222345,4,15,0,-684.217,0.990243,0.983057,1.28331,1.17431,1.076,1.41992,0.0585157,0.0749394
690.213,0.993838,0.0225442,5,31,0,-686.283,0.998248,0.997969,1.26527,1.14366,1.05188,1.4166,0.0574585,0.0749396
691.394,0.999366,0.0226664,7,191,0,-684.609,0.903308,0.833357,1.14967,1.0392,0.908156,1.26051,0.0862199,0.0723231
692.835,0.999708,0.0230036,3,7,0,-690.76,0.902575,0.834991,1.14776,1.0402,0.910618,1.26011,0.0868746,0.0723885
693.552,0.966675,0.0233558,6,127,0,-686.908,0.87648,0.831832,1.11752,1.02268,0.910532,1.23297,0.0906545,0.0759547
694.148,0.999999,0.0224169,5,63,0,-691.795,0.869428,0.834289,1.13633,1.03605,0.893212,1.24866,0.0912897,0.0778805
692.341,0.998247,0.0227688,5,31,0,-690.929,0.86541,0.810501,1.13402,1.03164,0.89457,1.26239,0.0901546,0.0777275
693.311,0.999969,0.0230544,5,31,0,-690.228,0.86472,0.847826,1.11941,1.02308,0.920241,1.24123,0.0910029,0.0772249
691.569,0.984061,0.023408,7,191,0,-686.733,0.81984,0.766444,1.05453,0.950419,0.845462,1.17871,0.105195,0.0700224
690.944,0.999981,0.0231392,8,319,0,-686.385,1.00837,0.996994,1.30487,1.18263,1.07248,1.43288,0.0540404,0.0796748
689.592,0.957095,0.0234896,5,31,0,-685.765,1.02276,0.999792,1.29059,1.17627,1.11175,1.43836,0.0542613,0.0805152
691.642,0.997918,0.0222017,8,255,0,-682.781,0.912868,0.869522,1.18851,1.07279,0.930398,1.29179,0.0799387,0.0734375
693.185,0.999181,0.0224599,5,31,0,-686.069,0.905365,0.887318,1.16016,1.05011,0.957781,1.30927,0.0820777,0.0731434
693.188,0.999886,0.0227659,5,31,0,-691.667,0.900742,0.877899,1.17599,1.07835,0.940094,1.28288,0.08233,0.0738675
692.462,0.993973,0.0230996,4,31,0,-689.133,0.900585,0.885836,1.17853,1.06998,0.919467,1.29461,0.0818509,0.0734192
689.147,0.985443,0.0232089,7,223,0,-682.549,1.00287,1.00806,1.31914,1.19294,1.11104,1.45275,0.0519589,0.0793009
690.743,0.998443,0.0229941,6,111,0,-685.711,1.04933,1.04857,1.33508,1.21178,1.15916,1.46907,0.0439068,0.0761394
691.954,0.995822,0.0232694,6,79,0,-686.162,1.00815,0.992098,1.28737,1.1667,1.08309,1.44773,0.055145,0.0755322
690.364,0.995116,0.0234452,5,31,0,-688.571,0.998915,0.992788,1.30133,1.17555,1.1057,1.41223,0.0560146,0.0746087
691.626,0.992797,0.0235933,5,63,0,-685.14,1.00967,0.999275,1.26339,1.15742,1.06036,1.41255,0.0581036,0.0726833
690.329,0.99149,0.0236517,5,31,0,-687.272,0.978678,0.975554,1.29326,1.16524,1.08179,1.4172,0.0573303,0.0723331
691.147,0.998817,0.0236592,6,95,0,-684.397,1.02343,1.02549,1.31627,1.19552,1.09652,1.44057,0.0506104,0.0694249
690.981,0.978782,0.0239453,7,255,0,-687.051,1.06022,1.07793,1.34662,1.2184,1.15929,1.50212,0.0419584,0.0742895
694.843,0.992792,0.0234688,7,175,0,-686.931,0.92007,0.872126,1.16868,1.06662,0.956709,1.31273,0.0798577,0.0735492
694.739,0.959614,0.0235228,6,119,0,-690.814,0.900337,0.87681,1.18119,1.0648,0.942566,1.29852,0.080514,0.0737457
693.938,0.998158,0.0223661,5,31,0,-691.509,0.905829,0.869102,1.14551,1.06009,0.945694,1.29754,0.0839651,0.0735475
693.424,0.99825,0.0226102,5,31,0,-691.909,0.902029,0.87526,1.18492,1.05316,0.945051,1.28865,0.081185,0.0730997
692.269,0.996787,0.0228578,7,223,0,-690.069,0.859565,0.836423,1.09839,1.02515,0.897711,1.24745,0.0941397,0.0742242
691.874,0.999888,0.0230527,5,31,0,-690.091,0.877358,0.823185,1.15025,1.01779,0.896366,1.24947,0.089362,0.0741046
694.402,0.99964,0.0233605,7,191,0,-689.997,0.903908,0.860574,1.17235,1.06816,0.936738,1.30247,0.0827512,0.0740249
689.474,0.977787,0.0236604,4,15,0,-687.663,0.915534,0.856545,1.17267,1.05472,0.928051,1.31577,0.0803164,0.0740479
692.678,1,0.0231593,4,15,0,-687.895,0.91532,0.865005,1.17217,1.06709,0.930244,1.31363,0.0816934,0.0737593
694.201,0.999717,0.023467,7,191,0,-689.475,0.861912,0.802318,1.10775,1.00666,0.864167,1.21276,0.0957173,0.0756454
694.503,0.988149,0.0237657,6,95,0,-690.538,0.860951,0.808336,1.116,1.008,0.864743,1.23066,0.0945019,0.071388
694.461,0.997883,0.0236394,5,63,0,-690.468,0.840582,0.807858,1.08563,0.992494,0.877674,1.21288,0.0991108,0.071402
694.749,0.99375,0.0238688,5,31,0,-692.411,0.843267,0.799409,1.09502,0.998594,0.868988,1.22629,0.0984542,0.0708864
692.833,0.987008,0.0239459,7,255,0,-690.723,0.869742,0.837642,1.11293,1.02275,0.887389,1.25276,0.0932758,0.06957
693.35,0.986994,0.0237754,7,127,0,-688.066,0.843733,0.783453,1.06766,0.991411,0.869494,1.21039,0.100462,0.0726944
693.603,0.995792,0.0236057,6,95,0,-689.647,0.843747,0.767172,1.07306,0.987246,0.835763,1.20094,0.102482,0.0751494
692.552,0.996619,0.0237535,6,95,0,-690.279,0.820316,0.740681,1.05147,0.96194,0.803947,1.15713,0.108672,0.0705019
692.261,0.97793,0.0239307,5,31,0,-688.296,0.794213,0.763888,1.05649,0.946788,0.819158,1.16632,0.109375,0.0717735
690.045,0.98955,0.0234351,6,95,0,-687.851,0.789394,0.724167,1.04759,0.934866,0.824242,1.15411,0.109385,0.0749715
691.731,0.991355,0.0233578,5,31,0,-685.899,0.807719,0.74001,1.02273,0.950307,0.808243,1.1619,0.10821,0.0744597
690.058,0.982872,0.0233438,5,31,0,-686.831,0.804926,0.743337,1.03336,0.944508,0.807364,1.17943,0.111335,0.074199
689.931,0.99938,0.0230341,6,79,0,-687.994,0.784483,0.728102,1.00524,0.917457,0.771434,1.14723,0.113198,0.0746537
692.705,1,0.023298,5,31,0,-688.379,0.778307,0.724688,1.02439,0.935697,0.778854,1.11152,0.115216,0.0738735
693.489,0.973299,0.0235846,5,31,0,-689.02,0.783432,0.716103,1.00811,0.927038,0.777403,1.14795,0.114597,0.0744531
691.617,0.996302,0.0229424,5,31,0,-688.796,0.765393,0.723507,1.01975,0.937833,0.755532,1.12291,0.116074,0.0741966
690.985,0.982139,0.0230956,5,31,0,-688.916,0.788898,0.706322,1.00192,0.908343,0.782737,1.12638,0.118145,0.0757747
690.997,0.999983,0.022766,4,15,0,-689.15,0.790534,0.698652,1.00285,0.909174,0.773069,1.11338,0.116266,0.0758704
692.321,0.996143,0.0230412,5,31,0,-688.798,0.777555,0.707676,1.00189,0.918563,0.778643,1.10907,0.119317,0.0762193
691.271,0.998108,0.0231861,5,63,0,-686.986,0.784089,0.730748,0.994902,0.92459,0.79562,1.11987,0.115471,0.0760488
692.489,0.995272,0.0233979,5,31,0,-688.725,0.768007,0.689652,1.00695,0.92181,0.744342,1.10948,0.120034,0.0754937
694.105,0.999405,0.023512,5,63,0,-689.458,0.75943,0.697407,0.991361,0.904425,0.742307,1.10495,0.121898,0.0740653
691.933,0.98917,0.0237684,4,15,0,-690.527,0.745504,0.688143,0.977523,0.913216,0.748696,1.10888,0.1216,0.0741348
694.027,0.999982,0.0236702,4,15,0,-691.414,0.750989,0.688542,0.976102,0.905047,0.742895,1.09994,0.121981,0.0741705
688.115,0.979806,0.0239453,4,15,0,-687.383,0.736773,0.689749,1.00387,0.913934,0.732927,1.08471,0.122566,0.0742403
690.147,0.99984,0.0235238,6,95,0,-685.823,0.763859,0.722453,1.03934,0.939478,0.776274,1.13452,0.114575,0.0751882
688.907,0.982986,0.0237901,5,31,0,-685.43,0.79664,0.714419,0.984386,0.925491,0.772092,1.12435,0.115591,0.0753093
692.604,0.985914,0.0234801,4,15,0,-683.357,0.773826,0.693943,1.01586,0.913408,0.776842,1.12115,0.116071,0.0760484
691.317,0.997304,0.0232728,7,159,0,-687.001,0.792843,0.745151,1.01079,0.929604,0.779284,1.15075,0.113774,0.0794302
692.948,0.996498,0.0234477,5,31,0,-689.041,0.780495,0.73136,1.01947,0.942862,0.795077,1.14418,0.112597,0.0794057
691.479,0.995171,0.0235951,5,31,0,-688.825,0.800058,0.7219,1.03062,0.932461,0.780507,1.13375,0.113909,0.0813708
689.286,0.988492,0.0236973,5,63,0,-685.617,0.79944,0.753095,1.04581,0.930516,0.774894,1.1598,0.111848,0.0804297
689.945,0.995433,0.0235737,5,31,0,-685.243,0.807997,0.724053,1.01463,0.93316,0.804242,1.13828,0.111828,0.080424
689.071,0.979453,0.0236829,5,31,0,-683.99,0.778795,0.705322,1.03457,0.921845,0.796584,1.13763,0.112733,0.0801414
689.49,0.997964,0.0232593,5,31,0,-684.08,0.792285,0.692127,1.02716,0.937925,0.791563,1.12243,0.114768,0.0795927
692.886,0.99967,0.0234499,5,31,0,-688.205,0.793234,0.733843,1.02148,0.93495,0.791377,1.15608,0.112739,0.0796795
691.945,0.989023,0.0236974,5,31,0,-690.881,0.794681,0.724691,1.03899,0.946171,0.797158,1.13284,0.111082,0.079529
691.505,0.998329,0.0235902,7,167,0,-688.692,0.760003,0.677218,0.988121,0.90343,0.760386,1.11953,0.121444,0.0747126
691.289,0.992975,0.0237917,5,31,0,-685.93,0.770916,0.697011,0.988798,0.909286,0.730641,1.12231,0.118922,0.0745527
690.094,0.986131,0.0238145,4,31,0,-685.972,0.762898,0.699723,0.973811,0.916328,0.741471,1.12082,0.121294,0.0753513
691.012,0.99998,0.0236101,5,31,0,-687.16,0.772501,0.703154,1.0215,0.906078,0.770188,1.10457,0.116955,0.0764686
691.429,0.98946,0.0238635,4,15,0,-688.165,0.766206,0.705397,1.01739,0.911041,0.781007,1.12144,0.118936,0.0759573
693.269,0.998025,0.0237682,5,31,0,-689.857,0.78383,0.714218,0.996408,0.925357,0.772337,1.11167,0.117627,0.0758932
692.504,0.998776,0.0239556,6,95,0,-690.282,0.76689,0.720499,0.988068,0.91227,0.766415,1.09955,0.119348,0.0729339
692.899,0.950924,0.0241682,4,31,0,-688.715,0.773507,0.704662,0.994546,0.902494,0.762776,1.09726,0.120602,0.0728741
693.004,0.991703,0.0228248,6,95,0,-687.518,0.778956,0.695689,0.992816,0.926023,0.77285,1.12337,0.117274,0.0756716
692.867,0.987232,0.0228051,5,31,0,-688.623,0.772294,0.724934,1.02304,0.916139,0.771213,1.11734,0.115664,0.0769706
694.226,0.999005,0.0226457,5,31,0,-690.203,0.789672,0.724017,1.01238,0.928902,0.773301,1.12706,0.115924,0.0766921
693.076,0.994633,0.022853,5,31,0,-691.136,0.783552,0.71719,1.03658,0.929022,0.774402,1.12263,0.114569,0.0753254
691.016,0.997819,0.0229235,6,95,0,-688.212,0.770011,0.698917,1.02398,0.907874,0.760045,1.11016,0.118171,0.0706995
690.455,0.997323,0.0230934,4,15,0,-688.272,0.767283,0.690604,1.01791,0.902898,0.755578,1.12386,0.118388,0.0707959
692.224,0.945586,0.0232476,7,151,0,-686.668,0.765915,0.700859,0.991027,0.906759,0.763105,1.10847,0.117617,0.0755539
694.526,0.995282,0.021816,3,15,0,-688.463,0.773893,0.700366,0.992948,0.908178,0.756233,1.11116,0.119196,0.0756862
693.559,0.993702,0.0219024,5,63,0,-691.808,0.761639,0.694755,0.980775,0.905681,0.745634,1.08781,0.122417,0.0763056
